ticker,passed,score,base_duration_weeks,base_range_pct,vol_ratio_4w,rs_trend,sma30w_slope_pct,price_vs_base_high_pct,current_price,c1_base_downtrend,c2_moving_avg,c3_volume,c4_rel_strength,c5_proximity,c6_no_overhead,up_high_vol_weeks,overhead_count,rs_at_52w_high,current_stage,current_stage_name,weeks_in_stage,stage2_emerged,weeks_since_emergence,rvol_at_emergence,mansfield_rp,market_cap,avg_daily_vol,avg_daily_dollar_vol
MCO,False,30,89,34.68,0.77,rising,-8.89,-7.35,503.32,False,False,False,False,False,True,0,0,False,1,Stage 1 (base),8,False,,,-3.71,87165454135.29541,704310.0,354493309.2
MRNA,False,0,0,,,,,,145.13,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),35,False,,,197.53,57941106519.96399,34608080.0,5022670650.4
MDLZ,False,35,42,22.42,0.95,rising,20.97,-3.3,64.45,False,False,False,True,True,False,1,36,False,2,Stage 2 (advance),9,False,,,-0.27,82258050378.66692,6179050.0,398239772.5
TAP,False,20,39,33.27,0.99,rising,-19.24,-19.92,42.94,True,False,False,False,False,False,2,5,False,4,Stage 4 (decline),22,False,,,-12.23,8006331626.964489,2458710.0,105577007.39999999
MSCI,False,45,92,26.56,1.06,falling,4.0,-12.29,563.49,False,False,False,False,False,False,3,3,False,3,Stage 3 (top),5,False,,,-9.71,40965722290.03906,722570.0,407160969.3
NDAQ,False,35,49,27.67,0.83,rising,-8.28,-2.85,98.22,False,False,False,False,True,True,1,0,False,1,Stage 1 (base),9,False,,,-0.54,54902758160.185425,2248060.0,220804453.2
MNST,False,0,0,,,,,,47.79,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),2,False,,,-43.51,93623085595.12546,9156470.0,437587701.3
NTAP,False,0,0,,,,,,192.27,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),12,False,,,40.76,37729962969.95323,2465880.0,474114747.6
MS,False,0,0,,,,,,214.2,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),20,False,,,8.34,336415294953.41205,3956880.0,847563696.0
MSI,False,60,90,33.03,0.94,rising,23.52,-2.65,480.47,False,False,False,False,True,True,2,0,False,2,Stage 2 (advance),4,True,3.0,0.83,2.77,79514800522.37878,977630.0,469721886.1
MCHP,False,0,0,,,,,,76.08,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),2,False,,,-5.33,41312102205.55861,9671260.0,735789460.8
MOS,False,0,0,,,,,,24.41,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),1,False,,,-14.21,7759832670.352974,7398860.0,180606172.6
NWSA,False,30,28,34.27,0.93,rising,10.19,-1.62,30.38,False,True,False,True,True,True,1,0,False,2,Stage 2 (advance),3,True,2.0,1.36,4.38,16410181988.196327,3314900.0,100706662.0
NEM,False,0,0,,,,,,131.58,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),2,False,,,17.7,138644830947.54816,7914060.0,1041332014.8000001
NWS,False,30,28,33.37,0.85,rising,8.97,-2.15,34.55,False,True,False,True,True,True,1,0,False,2,Stage 2 (advance),3,True,2.0,1.1,4.32,18662665926.08757,1004040.0,34689582.0
NEE,False,15,24,15.06,1.13,falling,11.76,-14.67,83.65,False,False,False,False,False,True,0,0,False,3,Stage 3 (top),4,False,,,-10.77,174492080365.80014,10030840.0,839079766.0
NKE,False,0,0,,,,,,40.76,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),27,False,,,-33.72,60467404644.27669,28183770.0,1148770465.2
NCLH,False,0,0,,,,,,17.24,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),8,False,,,-25.26,7916398359.940243,13699380.0,236177311.2
NOC,False,0,20,34.15,0.85,flat,-13.13,-21.28,551.03,True,False,False,False,False,True,0,0,False,4,Stage 4 (decline),10,False,,,-16.97,78280993378.78271,648300.0,357232749.0
NVDA,False,15,30,34.56,0.72,flat,23.08,-9.12,214.72,False,False,False,True,False,True,0,0,False,2,Stage 2 (advance),20,False,,,1.69,5200733149566.65,99218200.0,21304131904.0
NUE,False,0,0,,,,,,243.63,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),54,False,,,18.75,55273722051.67139,1490850.0,363215785.5
NVR,False,0,0,,,,,,6358.51,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),23,False,,,-18.73,16944538334.023438,31470.0,200102309.70000002
NSC,False,30,28,25.81,0.99,rising,25.14,-1.81,350.72,False,False,False,True,True,True,1,0,False,2,Stage 2 (advance),20,False,,,6.23,78774648852.74014,1418320.0,497433190.40000004
NXPI,False,0,0,,,,,,225.56,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),4,False,,,-12.97,56878150471.80481,3248280.0,732682036.8
NFLX,False,0,0,,,,,,79.59,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),19,False,,,-24.03,331407943564.0375,29408090.0,2340589883.1
NTRS,False,0,0,,,,,,183.9,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),21,False,,,12.37,33645543470.027313,1061400.0,195191460.0
ORLY,False,30,56,24.93,1.06,rising,-12.42,-18.04,89.11,False,False,False,False,False,True,1,0,False,4,Stage 4 (decline),2,False,,,-14.89,72086496668.87048,4283910.0,381739220.1
NRG,False,0,22,33.27,1.35,falling,-28.56,-37.3,113.11,True,False,False,False,False,True,0,0,False,4,Stage 4 (decline),15,False,,,-32.4,23776907860.432297,2233170.0,252593858.7
NI,False,15,27,20.02,1.44,falling,13.88,-16.9,40.62,False,False,False,False,False,True,1,0,False,3,Stage 3 (top),4,False,,,-16.32,19479730749.77455,6194880.0,251636025.6
OTIS,False,0,0,,,,,,71.49,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),24,False,,,-20.89,27214050231.91256,3105050.0,221980024.49999997
NDSN,False,0,0,,,,,,332.24,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),50,False,,,14.13,18511730499.399414,459980.0,152823755.20000002
OMC,False,60,64,31.1,0.68,rising,10.04,-1.14,87.54,True,True,False,True,True,False,0,16,False,2,Stage 2 (advance),5,False,,,4.11,24016246202.351234,1956400.0,171263256.0
PKG,False,30,28,27.13,0.72,rising,30.08,-2.77,252.79,False,False,False,False,True,True,0,0,False,2,Stage 2 (advance),13,False,,,5.41,22523158406.015854,456390.0,115370828.1
ORCL,False,0,0,,,,,,146.47,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),9,False,,,-30.88,421902590886.19995,24866330.0,3642171355.1
PLTR,False,0,0,,,,,,179.94,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),3,False,,,4.36,432406348758.042,38976640.0,7013456601.6
PSKY,False,0,0,,,,,,10.35,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),1,False,,,-24.17,11612139240.63835,10542120.0,109110942.0
ODFL,False,0,0,,,,,,206.47,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),1,False,,,2.61,42812921997.46088,1436160.0,296523955.2
PH,False,15,22,27.14,1.01,rising,19.3,-8.93,1001.74,False,False,False,False,False,True,1,0,False,2,Stage 2 (advance),10,False,,,1.91,126305778085.5476,572180.0,573175593.2
PNR,False,0,0,,,,,,64.4,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),23,False,,,-36.71,10278240243.530273,2457030.0,158232732.0
ON,False,0,0,,,,,,74.21,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),4,False,,,-4.47,28890822458.984474,7618890.0,565397826.9
OXY,False,0,0,,,,,,61.3,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),7,False,,,11.86,61277770079.63721,7915470.0,485218311.0
OKE,False,0,0,,,,,,93.33,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),24,False,,,6.99,58832402175.35133,3367090.0,314250509.7
PCAR,False,0,0,,,,,,131.03,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),12,False,,,4.84,68969599149.05466,2666970.0,349453079.1
PCG,False,15,27,17.89,1.24,rising,19.16,-7.61,17.6,False,False,True,False,False,False,2,21,False,2,Stage 2 (advance),9,False,,,-3.37,38761658385.7363,24358960.0,428717696.00000006
PAYX,False,0,0,,,,,,124.47,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),1,True,0.0,0.76,6.42,44273623455.77103,2225530.0,277011719.1
PYPL,False,0,0,,,,,,61.55,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),6,False,,,1.89,52653616142.03515,9694530.0,596698321.5
PSX,False,0,0,,,,,,242.87,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),34,False,,,40.15,96910207920.57568,2956290.0,717994152.3000001
PPG,False,35,40,34.32,0.93,flat,23.02,-13.26,113.63,False,False,False,True,False,False,0,30,False,2,Stage 2 (advance),3,True,2.0,0.81,-4.69,25259948389.434814,1293280.0,146955406.4
PNC,False,0,0,,,,,,243.13,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),21,False,,,3.58,96995175705.67712,1205190.0,293017844.7
PANW,False,0,0,,,,,,357.87,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),11,False,,,47.55,291664046020.5078,5117510.0,1831403303.7
PM,False,15,23,23.33,0.91,rising,31.0,-9.4,188.23,False,False,False,False,False,True,0,0,False,2,Stage 2 (advance),15,False,,,1.84,293377800963.855,4589260.0,863836409.8
PG,False,45,64,18.76,1.07,flat,5.57,-12.19,144.68,False,False,False,False,False,False,1,31,False,1,Stage 1 (base),1,False,,,-10.83,336298958096.1438,9718080.0,1406011814.4
PGR,False,35,34,22.02,0.81,rising,4.43,-8.4,219.28,True,True,False,False,False,True,1,2,False,1,Stage 1 (base),10,False,,,-5.82,127483201015.91766,2821090.0,618608615.2
PPL,False,45,55,18.94,1.13,flat,5.51,-13.6,34.38,False,False,False,False,False,True,2,0,False,3,Stage 3 (top),16,False,,,-13.57,25872492437.38461,8994100.0,309217158.0
PLD,False,0,0,,,,,,141.8,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),43,False,,,-1.89,134757275049.7873,3131580.0,444058044.00000006
PEP,False,20,38,22.38,0.93,falling,-2.7,-14.69,143.48,False,False,False,False,False,False,1,45,False,3,Stage 3 (top),15,False,,,-11.28,195834634910.39413,5741320.0,823764593.5999999
PEG,False,30,93,22.89,1.03,falling,-0.17,-19.41,72.61,False,False,False,False,False,False,0,5,False,1,Stage 1 (base),13,False,,,-17.55,36190278682.511444,2266980.0,164605417.8
PFG,False,0,0,,,,,,110.75,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),22,False,,,8.26,23712088990.75,920100.0,101901075.0
PTC,False,0,0,,,,,,154.68,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),3,False,,,-13.28,16783747656.756409,1070040.0,165513787.20000002
PSA,False,15,26,25.18,0.9,rising,34.96,-3.89,322.49,False,False,False,False,True,True,1,0,False,2,Stage 2 (advance),13,False,,,0.58,60223634448.831055,697370.0,224894851.3
PWR,False,0,0,,,,,,639.34,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),64,False,,,7.26,96120548918.1623,1020220.0,652267454.8000001
PHM,False,35,40,29.19,0.8,rising,7.88,-10.35,129.0,False,False,False,False,False,True,0,2,False,2,Stage 2 (advance),5,False,,,-6.92,24572739537.0,1281150.0,165268350.0
QCOM,False,0,0,,,,,,160.75,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),2,False,,,-12.46,168825102800.75,8321260.0,1337642545.0
PFE,False,50,32,18.17,0.87,rising,6.34,-1.3,28.07,False,True,False,True,True,False,1,5,False,2,Stage 2 (advance),3,True,2.0,1.03,2.34,159989835903.82767,37461840.0,1051553848.8
DGX,False,50,21,31.5,0.91,rising,38.29,-0.53,244.39,False,False,False,True,True,True,1,0,True,2,Stage 2 (advance),14,False,,,14.5,26974145383.033447,742640.0,181493789.6
PRU,False,15,21,34.63,1.01,rising,13.17,-5.14,121.15,False,True,False,True,False,True,1,0,False,2,Stage 2 (advance),7,False,,,4.94,41796750526.42822,1423030.0,172400084.5
PNW,False,0,0,,,,,,97.36,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),1,False,,,-6.57,11799762776.212921,966440.0,94092598.4
RL,False,15,25,26.38,0.99,rising,14.57,-11.41,372.59,False,False,False,False,False,True,1,0,False,2,Stage 2 (advance),14,False,,,-4.66,22199746210.813324,547420.0,203963217.79999998
O,False,15,27,10.4,0.96,rising,20.02,-6.38,62.6,False,False,False,False,False,True,1,0,False,2,Stage 2 (advance),9,False,,,-5.09,59233247421.98586,5877230.0,367914598.0
REGN,False,15,25,31.73,0.92,rising,-11.97,2.36,834.04,False,False,False,False,True,False,1,17,False,3,Stage 3 (top),4,False,,,8.37,85868575929.32544,736790.0,614512331.6
REG,False,15,21,9.73,1.09,flat,26.74,-9.08,76.06,False,False,False,False,False,True,0,0,False,3,Stage 3 (top),2,False,,,-6.34,13928148357.748352,1143080.0,86942664.8
RTX,False,15,24,31.23,1.01,rising,20.9,-7.48,209.91,False,False,False,False,False,True,2,0,False,2,Stage 2 (advance),8,False,,,3.13,282907916942.67773,4353930.0,913933446.3
RSG,False,35,42,15.19,0.99,rising,2.33,-4.92,220.67,False,True,False,False,True,True,1,0,False,1,Stage 1 (base),9,False,,,-7.34,67572017294.56729,1388220.0,306338507.4
ROK,False,0,0,,,,,,437.08,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),20,False,,,-0.96,48537153814.947876,709990.0,310322429.2
RVTY,False,30,20,34.88,1.2,rising,18.07,5.42,124.75,True,False,False,True,True,True,3,1,False,2,Stage 2 (advance),13,False,,,15.04,13920403524.75,1258430.0,156989142.5
ROL,False,0,0,,,,,,36.91,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),16,False,,,-37.9,17759076788.223038,4708960.0,173807713.6
RJF,False,45,56,28.88,0.75,rising,6.69,-4.12,175.2,False,True,False,False,True,True,0,0,False,2,Stage 2 (advance),2,True,1.0,0.71,-0.58,33701771180.158646,888520.0,155668704.0
ROP,False,0,0,,,,,,411.79,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),6,False,,,-7.29,40726391749.56024,690450.0,284320405.5
RCL,False,15,28,25.6,0.81,rising,15.94,-17.2,292.0,True,False,False,False,False,True,1,0,False,2,Stage 2 (advance),6,False,,,-9.35,78096008528.0,1559030.0,455236760.0
RF,False,15,27,28.82,0.51,rising,26.67,-6.34,30.41,False,False,False,False,False,True,0,0,False,2,Stage 2 (advance),14,False,,,1.1,25907176147.465874,6811490.0,207137410.9
RMD,False,0,0,,,,,,231.52,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),2,False,,,-11.26,33397294501.432343,1577450.0,365211224.0
HOOD,False,0,0,,,,,,108.13,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),3,False,,,-4.04,97217763710.08679,15854720.0,1714370873.6
SPGI,False,0,20,18.48,1.06,rising,-26.97,-6.65,431.29,True,False,False,True,False,False,0,7,False,1,Stage 1 (base),2,False,,,-11.34,127144294519.04297,1752820.0,755973737.8000001
SBAC,False,20,38,33.93,1.1,falling,-4.0,-17.6,182.59,True,False,False,False,False,False,2,31,False,3,Stage 3 (top),1,False,,,-13.71,19370627616.393738,726120.0,132582250.8
STX,False,0,0,,,,,,850.0,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),62,False,,,58.97,192647840300.0,4593600.0,3904560000.0
SLB,False,0,0,,,,,,53.87,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),2,True,1.0,0.57,8.68,79950794268.73401,8068650.0,434658175.5
SRE,False,35,33,18.83,1.1,falling,2.69,-17.38,82.89,False,False,False,False,False,True,1,0,False,3,Stage 3 (top),10,False,,,-16.33,54201799446.6109,4000310.0,331585695.9
ROST,False,0,0,,,,,,239.04,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),46,False,,,9.98,76679506253.35846,2821820.0,674527852.8
NOW,False,0,0,,,,,,128.48,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),4,False,,,-12.9,132830585342.86499,18519510.0,2379386644.7999997
SHW,False,45,98,30.96,1.04,rising,2.95,-12.25,346.59,False,True,False,False,False,False,2,3,False,1,Stage 1 (base),5,False,,,-6.62,84137546666.0831,1571680.0,544728571.1999999
CRM,False,0,0,,,,,,209.17,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),3,False,,,-9.86,171310228500.3662,12664000.0,2648928880.0
SO,False,45,57,17.91,1.03,flat,16.33,-9.66,88.94,False,False,False,False,False,True,0,0,False,3,Stage 3 (top),3,False,,,-11.61,102313285004.54333,4787130.0,425767342.2
LUV,False,0,0,,,,,,40.38,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),1,False,,,-9.02,19754227678.910732,3931050.0,158735799.0
SPG,False,0,0,,,,,,218.29,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),21,False,,,2.74,70629804357.01439,1209190.0,263954085.1
SBUX,False,0,0,,,,,,107.08,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),21,False,,,4.68,122071202087.40234,5463700.0,585052996.0
SJM,False,60,123,33.64,0.66,rising,31.11,-1.7,124.32,True,False,False,False,True,True,0,2,False,2,Stage 2 (advance),8,False,,,8.43,13287407348.182602,986160.0,122599411.19999999
SNA,False,15,22,16.75,0.98,rising,27.1,-6.43,393.39,False,False,False,False,False,True,2,0,False,2,Stage 2 (advance),41,False,,,-1.01,20348934068.081543,278900.0,109716471.0
STE,False,15,21,17.43,1.08,rising,-25.97,-1.43,237.93,False,False,False,False,True,True,2,2,False,1,Stage 1 (base),4,False,,,-8.72,23198200458.187866,661570.0,157407350.1
STT,False,0,0,,,,,,187.13,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),63,False,,,24.18,51404942625.76721,1295710.0,242466212.29999998
SMCI,False,0,0,,,,,,37.24,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),3,False,,,-2.72,24089552611.234898,72920450.0,2715557558.0
SYK,False,0,23,20.26,1.21,rising,-15.14,-6.89,329.45,True,False,False,False,False,False,2,27,False,4,Stage 4 (decline),1,False,,,-13.91,126368144686.98816,2192730.0,722394898.5
SNPS,False,0,0,,,,,,397.87,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),3,False,,,-20.46,76183878102.79236,1242440.0,494329602.8
TMUS,False,0,23,21.41,0.91,falling,-13.5,-15.69,183.04,True,False,False,False,False,False,0,4,False,4,Stage 4 (decline),23,False,,,-18.27,196341804841.74524,3871980.0,708727219.1999999
STLD,False,0,0,,,,,,228.68,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),53,False,,,8.79,32776266114.07373,1182060.0,270313480.8
SWKS,False,0,0,,,,,,67.14,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),3,True,2.0,1.3,-6.71,10102742491.638702,4399520.0,295383772.8
TROW,False,15,21,33.05,0.99,rising,21.81,-8.6,111.51,False,False,False,True,False,True,1,0,False,2,Stage 2 (advance),10,False,,,-0.01,23786850889.19182,1361650.0,151837591.5
SW,False,15,22,32.98,0.95,rising,37.45,-4.13,49.39,True,False,False,True,True,True,0,0,False,2,Stage 2 (advance),10,False,,,8.56,25906186105.976624,4339960.0,214350624.4
SYF,False,35,32,28.06,0.86,rising,-10.23,-2.99,79.47,False,False,False,False,True,True,1,0,False,1,Stage 1 (base),4,False,,,-2.86,25857221051.9812,2763190.0,219590709.29999998
TRGP,False,0,0,,,,,,299.1,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),35,False,,,26.17,64136319689.88309,1302210.0,389491011.0
TGT,False,0,0,,,,,,165.44,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),32,False,,,35.02,75141378678.14502,5158100.0,853356064.0
TER,False,0,0,,,,,,375.74,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),46,False,,,26.72,58743471878.23486,2676810.0,1005784589.4
TDY,False,0,0,,,,,,636.15,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),1,False,,,-3.31,29489162510.680298,255490.0,162529963.5
TSLA,False,0,0,,,,,,362.86,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),12,False,,,-18.82,1433132709532.1418,31821900.0,11546894634.0
TXN,False,0,0,,,,,,264.36,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),26,False,,,9.37,241426144893.30835,5833520.0,1542149347.2
TEL,False,20,36,25.68,1.03,falling,-17.78,-19.11,203.52,False,False,False,False,False,True,2,0,False,4,Stage 4 (decline),1,False,,,-15.24,58921733399.49396,1771950.0,360627264.0
TXT,False,35,31,21.43,1.24,falling,2.53,-18.3,82.95,False,False,False,False,False,False,1,26,False,3,Stage 3 (top),4,False,,,-15.19,14266314240.287582,1249770.0,103668421.5
TPR,False,0,0,,,,,,130.17,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),2,False,,,-9.87,25954814360.162933,4217340.0,548971147.8
SWK,False,0,0,,,,,,100.02,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),13,False,,,16.76,15104683925.867165,1643000.0,164332860.0
TTWO,False,20,34,34.42,1.18,rising,-3.29,-9.9,239.62,False,False,False,False,False,True,2,0,False,1,Stage 1 (base),10,False,,,-6.5,44804252838.669556,2351560.0,563480807.2
TKO,False,20,35,22.97,0.92,falling,-7.63,-14.22,193.14,False,False,False,False,False,True,1,0,False,4,Stage 4 (decline),1,False,,,-10.48,14120677423.096527,1010020.0,195075262.79999998
TT,False,15,20,7.86,0.88,rising,32.02,-10.37,453.43,False,False,False,False,False,True,0,0,False,3,Stage 3 (top),1,False,,,-5.69,99765107535.61212,761800.0,345422974.0
TJX,False,15,29,19.46,1.21,falling,0.89,-17.07,140.53,False,False,False,False,False,True,1,0,False,3,Stage 3 (top),2,False,,,-15.92,155244114447.86383,6502820.0,913841294.6
TRV,False,0,0,,,,,,363.58,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),12,False,,,10.13,75833703698.07,1674720.0,608894697.6
TRMB,False,0,0,,,,,,60.25,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),27,False,,,-20.84,14044969019.75,3125100.0,188287275.0
TSCO,False,0,0,,,,,,34.98,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),25,False,,,-30.67,18225983753.746754,12777660.0,446962546.79999995
TPL,False,0,0,,,,,,383.64,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),4,False,,,-6.73,26461448396.491333,467280.0,179267299.2
TTD,False,0,0,,,,,,13.18,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),55,False,,,-62.04,6193021100.316055,37048670.0,488301470.59999996
TFC,False,15,29,26.06,0.76,rising,12.31,-7.7,50.42,False,False,False,False,False,True,0,0,False,2,Stage 2 (advance),9,False,,,-3.53,61594390162.09564,5734860.0,289151641.2
TYL,False,0,0,,,,,,350.73,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),2,False,,,-20.06,14363191509.93512,694930.0,243732798.9
SYY,False,35,49,27.15,1.01,rising,20.93,-7.14,84.1,False,False,False,False,False,True,0,0,False,2,Stage 2 (advance),7,False,,,-2.89,40245518552.80037,2795160.0,235072955.99999997
TSN,False,15,27,22.27,1.12,falling,1.62,-15.12,58.48,False,False,False,False,False,False,1,3,False,3,Stage 3 (top),13,False,,,-9.18,20573352260.71805,2715230.0,158786650.4
UBER,False,0,0,,,,,,78.8,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),3,False,,,-11.6,160953743768.1988,19228820.0,1515231016.0
UDR,False,35,47,24.95,1.03,rising,16.83,-9.4,37.77,False,False,False,False,False,False,1,7,False,2,Stage 2 (advance),11,False,,,-5.51,12134149812.00309,2461080.0,92954991.60000001
USB,False,0,0,,,,,,62.05,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),21,False,,,5.34,96677091035.60107,5124720.0,317988876.0
ULTA,False,0,24,23.9,0.85,rising,-34.65,-20.67,521.46,True,False,False,False,False,False,0,9,False,4,Stage 4 (decline),2,False,,,-14.48,22417207058.649353,608940.0,317537852.40000004
TMO,False,15,27,31.87,0.92,rising,-13.23,-0.49,629.27,True,False,False,True,True,True,1,0,False,1,Stage 1 (base),6,False,,,7.68,232670881882.84668,1762900.0,1109340083.0
UPS,False,15,20,21.0,0.89,falling,17.55,-12.48,102.01,False,False,False,False,False,False,0,4,False,3,Stage 3 (top),4,False,,,-4.95,86788230997.28554,4457740.0,454734057.40000004
URI,False,0,0,,,,,,1098.51,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),11,False,,,8.34,68373997199.22681,414770.0,455628992.7
VEEV,False,0,0,,,,,,247.9,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),8,False,,,3.48,40269690847.424835,1743360.0,432178944.0
UHS,False,0,0,,,,,,177.26,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),1,False,,,-16.14,10447086325.152054,645320.0,114389423.19999999
UNH,False,0,0,,,,,,390.11,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),12,False,,,3.2,350160712614.808,4030670.0,1572404673.7
UAL,False,0,0,,,,,,113.17,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),10,False,,,-3.31,36731555523.45508,2811880.0,318220459.6
UNP,False,0,0,,,,,,308.05,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),36,False,,,12.64,183004949907.00183,2408630.0,741978471.5
VRSK,False,0,0,,,,,,187.5,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),1,False,,,-17.51,24404252250.0,1336290.0,250554375.0
VRSN,False,15,25,30.27,0.96,flat,20.2,-9.55,281.8,False,False,False,False,False,True,1,0,False,2,Stage 2 (advance),13,False,,,-1.6,25474718896.484375,720750.0,203107350.0
VRT,False,0,0,,,,,,261.95,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),1,False,,,3.0,100847656616.91266,4135010.0,1083165869.5
VLO,False,0,0,,,,,,348.86,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),58,False,,,48.26,100446369826.77258,2462990.0,859238691.4
TDG,False,30,76,31.93,1.27,falling,-11.87,-21.0,1200.35,False,False,False,False,False,True,1,2,False,4,Stage 4 (decline),1,False,,,-15.13,66351175434.225464,375060.0,450203270.99999994
VTRS,False,0,0,,,,,,16.32,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),44,False,,,11.11,18745002549.957886,10490930.0,171211977.6
V,False,60,72,26.05,1.05,rising,9.19,-0.6,371.04,False,True,False,False,True,True,2,0,False,2,Stage 2 (advance),2,True,1.0,0.93,1.02,692749230933.1329,7153090.0,2654082513.6000004
VST,False,0,0,,,,,,136.21,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),4,False,,,-26.33,45716872164.36012,4079410.0,555656436.1
VMRK,False,65,61,23.16,1.69,flat,21.17,-6.59,66.79,False,False,False,False,False,True,1,1,False,2,Stage 2 (advance),12,False,,,-2.9,,5910560.0,394766302.40000004
VZ,False,30,20,16.46,0.82,flat,27.29,-1.22,49.45,False,False,False,False,True,True,1,0,False,2,Stage 2 (advance),5,False,,,3.37,205453636908.7419,15362700.0,759685515.0
VRTX,False,50,46,34.4,0.96,rising,16.64,-1.31,548.05,False,False,False,True,True,True,0,0,False,2,Stage 2 (advance),9,False,,,10.68,138909256304.19458,1288880.0,706370684.0
WRB,False,45,56,20.83,0.7,rising,5.01,-11.43,68.6,False,False,False,False,False,True,0,0,False,2,Stage 2 (advance),1,True,0.0,0.61,-10.72,25466207922.951744,1379960.0,94665255.99999999
DIS,False,15,29,17.62,1.08,flat,-14.07,-2.25,107.78,False,False,False,False,True,False,2,14,False,1,Stage 1 (base),3,False,,,-7.3,186102312189.7879,7814010.0,842193997.8
WBD,False,15,21,10.79,0.65,flat,-3.86,-0.45,28.55,False,False,False,False,True,True,0,0,False,3,Stage 3 (top),13,False,,,2.68,71578750929.30649,19206050.0,548332727.5
